point_id_old,point_id_new,mass_region,field,old,new,rel_delta
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,total_width_GeV,0.001026226723815297,0.0010262267238152975,4.225975e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,BR_bb,0.756767984293551,0.7567679842935505,-5.868235e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,BR_cc,0.03388149834760159,0.03388149834760156,-8.191956e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,BR_tautau,0.07565372776129753,0.07565372776129747,-7.337530e-16
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,BR_gg,0.13290777969468398,0.13290777969468448,3.759000e-15
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,BR_gammagamma,0.00022970434174812503,0.00022970434174812536,1.415997e-15
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,BR_Zgamma,1.579241045924786e-05,1.5792410459248388e-05,3.346852e-14
point_1db32f912fad3fb9,point_9b7fa7675b1c32ba,R150_anchor,ctau_physical_mm,1.922840010113744e-10,1.922840010113743e-10,-4.033002e-16
point_b253316330cd7f4d,point_370e28d76916936a,R150_anchor,campaign_id,high_mass_h2_physical_point_scan_v1,high_mass_h2_physical_point_scan_v2_mh12520,
point_b253316330cd7f4d,point_370e28d76916936a,R150_anchor,m_h_GeV,125.13,125.2,5.594182e-04
point_b253316330cd7f4d,point_370e28d76916936a,R150_anchor,lambda1,3.3461271799487737,3.3464162228301433,8.638132e-05
point_b253316330cd7f4d,point_370e28d76916936a,R150_anchor,lambda2,0.45126122158736276,0.4515502644687321,6.405223e-04
